OrderID,OrderDate,CustomerID,ProductID,EmployeeID,Quantity,UnitPrice,TotalPrice
80,6/15/2025,1108,87,97,7,216.46,1515.22
81,9/3/2024,1046,39,39,4,216.46,865.84
82,9/4/2023,1483,9,45,5,216.46,1082.3
83,1/6/2024,1563,14,29,7,216.46,1515.22
84,1/21/2024,1731,68,30,5,216.46,1082.3
85,12/28/2023,849,64,34,8,216.46,1731.68
86,9/2/2024,1406,20,52,5,216.46,1082.3
87,1/26/2025,748,28,81,5,216.46,1082.3
88,4/8/2025,1464,14,22,5,216.46,1082.3
89,6/5/2024,1628,44,5,4,216.46,865.84
90,1/20/2025,989,98,11,7,216.46,1515.22
91,3/3/2025,21,77,86,2,216.46,432.92
92,5/9/2025,303,95,32,4,216.46,865.84
93,6/25/2024,2000,97,24,3,216.46,649.38
94,10/3/2023,869,39,11,8,216.46,1731.68
95,10/14/2024,1979,28,11,7,216.46,1515.22
96,7/28/2024,84,64,17,3,216.46,649.38
97,7/9/2025,1798,89,32,4,216.46,865.84
98,6/11/2024,1683,32,83,4,216.46,865.84
99,6/22/2024,1977,9,27,7,216.46,1515.22
100,6/6/2024,1477,28,32,8,216.46,1731.68
101,6/4/2025,1411,95,61,4,216.46,865.84
102,12/22/2024,1531,17,25,8,216.46,1731.68
103,1/20/2024,1281,87,64,1,216.46,216.46
104,5/15/2024,570,77,64,9,216.46,1948.14
105,5/29/2024,1916,55,28,7,216.46,1515.22
106,2/7/2024,934,10,40,4,216.46,865.84
107,12/21/2024,1551,80,91,8,216.46,1731.68
108,9/27/2024,1186,6,14,2,216.46,432.92
109,11/22/2023,1981,48,42,8,216.46,1731.68
110,12/12/2024,1187,75,39,6,216.46,1298.76
111,4/9/2025,1856,67,2,7,216.46,1515.22
112,7/31/2024,1009,92,81,7,216.46,1515.22
113,6/29/2025,793,41,1,2,216.46,432.92
114,8/22/2023,792,79,32,2,216.46,432.92
115,6/28/2025,1548,60,83,4,216.46,865.84
116,7/24/2024,1810,77,64,6,216.46,1298.76
117,4/24/2025,1295,42,78,4,216.46,865.84
118,8/6/2024,492,81,31,6,216.46,1298.76
119,8/14/2024,208,71,58,5,216.46,1082.3
120,9/20/2023,1563,28,82,6,216.46,1298.76
121,12/25/2024,1608,13,78,9,216.46,1948.14
122,2/25/2024,1084,81,14,6,216.46,1298.76
123,4/24/2025,430,15,88,6,216.46,1298.76
124,12/18/2023,985,36,69,8,216.46,1731.68
125,6/15/2025,1681,92,16,5,216.46,1082.3
126,4/28/2025,1629,15,69,5,216.46,1082.3
127,1/6/2024,1333,75,54,1,216.46,216.46
128,7/12/2024,520,56,13,6,216.46,1298.76
129,12/5/2024,591,95,80,1,216.46,216.46
130,11/28/2023,1051,4,79,8,216.46,1731.68
131,12/31/2024,1710,99,31,9,216.46,1948.14
132,12/29/2023,1586,98,69,6,216.46,1298.76
133,7/10/2025,199,52,21,9,216.46,1948.14
134,6/8/2024,387,91,30,2,216.46,432.92
135,6/15/2024,349,10,23,9,216.46,1948.14
136,8/19/2023,960,94,38,4,216.46,865.84
137,4/25/2025,1964,45,29,3,216.46,649.38
138,6/11/2024,693,84,77,1,216.46,216.46
139,9/1/2023,1560,29,32,1,216.46,216.46
140,2/18/2025,1852,53,62,8,216.46,1731.68
141,1/10/2024,378,29,91,2,216.46,432.92
142,11/27/2023,899,23,98,1,216.46,216.46
143,7/11/2023,916,57,45,2,216.46,432.92
144,2/18/2025,1582,50,49,3,216.46,649.38
145,2/8/2025,527,21,33,4,216.46,865.84
146,4/11/2025,1177,43,4,9,216.46,1948.14
147,7/16/2024,734,10,18,7,216.46,1515.22
148,10/9/2023,206,76,70,5,216.46,1082.3
149,7/31/2024,455,30,64,5,216.46,1082.3
150,5/30/2025,1297,51,28,6,216.46,1298.76
151,10/11/2024,1918,33,58,1,216.46,216.46
152,4/11/2024,1260,18,91,6,216.46,1298.76
153,7/20/2024,1876,78,90,6,216.46,1298.76
154,12/16/2024,1764,22,56,5,216.46,1082.3
155,6/16/2024,521,64,20,9,216.46,1948.14
156,9/10/2024,1702,21,77,5,216.46,1082.3
157,6/10/2024,1968,1,92,9,216.46,1948.14
158,9/19/2023,1017,15,34,7,216.46,1515.22
159,12/2/2024,956,36,87,3,216.46,649.38
160,4/22/2025,1855,47,10,9,216.46,1948.14
161,2/26/2025,726,54,94,7,216.46,1515.22
162,2/14/2024,1014,86,22,4,216.46,865.84
163,7/6/2024,501,32,5,9,216.46,1948.14
164,11/21/2023,117,58,44,6,216.46,1298.76
165,3/16/2024,386,46,9,9,216.46,1948.14
166,8/21/2023,1368,54,43,4,216.46,865.84
167,8/29/2024,584,33,4,2,216.46,432.92
168,11/23/2024,395,39,42,9,216.46,1948.14
169,12/2/2024,1088,23,65,4,216.46,865.84
170,11/11/2023,1741,43,98,2,216.46,432.92
171,2/23/2024,721,55,41,7,216.46,1515.22
172,1/31/2024,72,2,64,7,216.46,1515.22
173,9/16/2024,1813,66,55,5,216.46,1082.3
174,6/13/2025,274,38,90,5,216.46,1082.3
175,3/4/2025,1344,29,18,8,216.46,1731.68
176,3/17/2025,338,67,16,6,216.46,1298.76
177,9/29/2024,1390,71,87,1,216.46,216.46
178,4/27/2025,1519,36,46,4,216.46,865.84
179,12/10/2023,607,29,36,1,216.46,216.46
180,4/2/2025,166,37,90,5,216.46,1082.3
181,8/25/2024,1568,100,66,5,216.46,1082.3
182,12/27/2024,11,87,44,4,216.46,865.84
183,6/10/2025,1325,45,5,9,216.46,1948.14
184,6/7/2025,729,16,29,8,216.46,1731.68
185,5/21/2024,801,31,4,3,216.46,649.38
186,4/29/2025,102,34,99,5,216.46,1082.3
187,8/27/2024,1449,50,86,6,216.46,1298.76
188,10/21/2024,1416,65,49,5,216.46,1082.3
189,3/2/2025,779,82,72,8,216.46,1731.68
190,4/21/2025,214,62,85,5,216.46,1082.3
191,7/2/2024,1715,43,8,8,216.46,1731.68
192,12/8/2023,1112,56,52,3,216.46,649.38
193,6/28/2024,1577,15,69,5,216.46,1082.3
194,8/17/2024,401,48,21,4,216.46,865.84
195,2/17/2025,588,49,27,6,216.46,1298.76
196,11/15/2023,889,81,38,3,216.46,649.38
197,5/25/2024,1070,44,5,4,216.46,865.84
198,7/31/2024,1696,10,85,4,216.46,865.84
199,9/26/2023,1487,20,61,5,216.46,1082.3
200,1/26/2024,592,70,8,6,216.46,1298.76
201,4/11/2025,1334,8,86,2,216.46,432.92
202,2/23/2024,1110,45,18,8,216.46,1731.68
203,4/28/2025,92,34,4,4,216.46,865.84
204,9/8/2024,1684,96,4,7,216.46,1515.22
205,11/11/2024,673,51,37,7,216.46,1515.22
206,7/1/2024,714,4,15,2,216.46,432.92
207,5/23/2025,936,39,38,7,216.46,1515.22
208,1/15/2025,1952,84,27,1,216.46,216.46
209,9/4/2024,242,24,85,2,216.46,432.92
210,7/8/2025,1889,88,48,5,216.46,1082.3
211,2/18/2024,2,55,46,8,216.46,1731.68
212,7/6/2024,225,26,46,7,216.46,1515.22
213,12/8/2023,801,25,48,3,216.46,649.38
214,10/14/2023,1769,36,59,9,216.46,1948.14
215,7/11/2023,1997,71,4,5,216.46,1082.3
216,1/29/2025,1950,74,75,3,216.46,649.38
217,7/4/2025,1953,58,19,7,216.46,1515.22
218,1/23/2024,589,12,57,4,216.46,865.84
219,8/29/2023,116,1,19,1,216.46,216.46
220,2/14/2025,1690,50,91,5,216.46,1082.3
221,2/26/2025,918,25,42,8,216.46,1731.68
222,6/11/2024,1127,80,92,4,216.46,865.84
223,7/30/2023,194,5,5,7,216.46,1515.22
224,2/10/2025,1190,83,48,8,216.46,1731.68
225,3/6/2024,871,68,25,9,216.46,1948.14
226,10/12/2024,90,6,67,9,216.46,1948.14
227,6/27/2024,1710,26,26,5,216.46,1082.3
228,1/29/2024,122,55,74,6,216.46,1298.76
229,10/7/2023,143,39,88,7,216.46,1515.22
230,12/19/2024,994,9,62,2,216.46,432.92
231,4/5/2024,106,45,93,9,216.46,1948.14
232,9/22/2023,887,14,7,1,216.46,216.46
233,8/26/2024,428,55,44,6,216.46,1298.76
234,3/2/2024,1329,9,87,6,216.46,1298.76
235,9/6/2023,1896,15,27,7,216.46,1515.22
236,10/6/2023,1995,37,42,2,216.46,432.92
237,3/31/2025,317,50,73,6,216.46,1298.76
238,3/30/2024,1987,84,56,6,216.46,1298.76
239,2/11/2024,635,72,3,9,216.46,1948.14
240,3/13/2025,1926,96,13,8,216.46,1731.68
241,12/10/2023,9,21,70,5,216.46,1082.3
242,2/20/2024,774,57,59,7,216.46,1515.22
243,3/12/2025,1097,19,38,7,216.46,1515.22
244,11/8/2023,1383,93,85,5,216.46,1082.3
245,7/13/2024,223,58,83,7,216.46,1515.22
246,9/26/2024,1440,95,89,3,216.46,649.38
247,12/30/2023,553,6,68,7,216.46,1515.22
248,11/17/2024,1394,4,86,6,216.46,1298.76
249,12/4/2023,716,43,69,6,216.46,1298.76
250,6/30/2025,1288,93,1,2,216.46,432.92
251,8/2/2024,1864,42,50,2,216.46,432.92
252,10/2/2023,1714,3,81,7,216.46,1515.22
253,1/17/2025,1884,1,73,1,216.46,216.46
254,12/31/2024,1342,55,9,9,216.46,1948.14
255,5/28/2024,1108,15,53,3,216.46,649.38
256,1/1/2024,1342,47,88,6,216.46,1298.76
257,9/17/2024,111,85,10,3,216.46,649.38
258,2/25/2024,251,46,84,9,216.46,1948.14
259,6/14/2025,383,58,81,7,216.46,1515.22
260,11/27/2023,7,95,77,1,216.46,216.46
261,12/5/2024,459,71,29,4,216.46,865.84
262,11/8/2024,1108,81,36,5,216.46,1082.3
263,5/29/2025,208,83,87,7,216.46,1515.22
264,5/23/2025,900,39,27,7,216.46,1515.22
265,11/15/2024,1414,3,18,5,216.46,1082.3
266,3/22/2025,1338,30,18,1,216.46,216.46
267,10/15/2023,22,35,9,5,216.46,1082.3
268,4/4/2024,410,57,67,5,216.46,1082.3
269,12/15/2024,895,29,7,4,216.46,865.84
270,6/28/2025,515,50,58,6,216.46,1298.76
271,9/23/2024,1151,62,79,8,216.46,1731.68
272,9/4/2023,809,52,30,5,216.46,1082.3
273,2/5/2025,1724,14,73,8,216.46,1731.68
274,7/8/2025,874,35,61,5,216.46,1082.3
275,3/17/2024,14,28,91,3,216.46,649.38
276,5/25/2025,971,58,100,8,216.46,1731.68
277,9/3/2024,978,30,82,4,216.46,865.84
278,7/18/2024,1014,90,95,3,216.46,649.38
279,6/19/2024,1036,7,17,3,216.46,649.38
280,9/17/2023,87,39,53,6,216.46,1298.76
281,8/1/2024,1548,95,6,8,216.46,1731.68
282,11/29/2023,909,69,39,5,216.46,1082.3
283,2/21/2025,1561,35,25,1,216.46,216.46
284,8/18/2023,1325,52,42,1,216.46,216.46
285,2/5/2025,1267,14,42,3,216.46,649.38
286,4/20/2024,122,63,59,6,216.46,1298.76
287,1/29/2025,1171,36,38,2,216.46,432.92
288,10/24/2024,1591,91,31,1,216.46,216.46
289,3/16/2024,750,24,29,7,216.46,1515.22
290,8/29/2024,1380,40,9,2,216.46,432.92
291,3/25/2025,685,29,1,8,216.46,1731.68
292,6/22/2025,1928,53,80,2,216.46,432.92
293,10/21/2024,1757,22,87,1,216.46,216.46
294,1/26/2025,1655,72,72,2,216.46,432.92
295,6/12/2025,309,15,47,2,216.46,432.92
296,6/9/2025,695,69,76,7,216.46,1515.22
297,8/6/2023,288,64,10,1,216.46,216.46
298,2/23/2025,307,4,16,3,216.46,649.38
299,8/31/2024,1836,75,47,5,216.46,1082.3
300,7/11/2023,1618,18,43,7,216.46,1515.22
301,1/22/2024,1990,42,24,6,216.46,1298.76
302,8/5/2024,914,30,8,8,216.46,1731.68
303,11/10/2024,1747,15,75,1,216.46,216.46
304,6/16/2025,662,70,26,7,216.46,1515.22
305,6/19/2024,549,55,7,9,216.46,1948.14
306,7/4/2024,1376,53,79,7,216.46,1515.22
307,4/7/2024,312,16,15,6,216.46,1298.76
308,6/1/2025,873,73,48,9,216.46,1948.14
309,11/23/2023,1083,34,3,4,216.46,865.84
310,2/17/2025,1667,27,16,6,216.46,1298.76
311,4/28/2025,924,13,79,6,216.46,1298.76
312,1/11/2024,1738,100,89,3,216.46,649.38
313,9/21/2023,755,27,97,7,216.46,1515.22
314,10/5/2023,35,73,14,1,216.46,216.46
315,7/11/2024,445,69,88,8,216.46,1731.68
316,9/11/2023,93,86,75,8,216.46,1731.68
317,10/12/2024,1974,31,3,8,216.46,1731.68
318,4/20/2024,1983,3,73,9,216.46,1948.14
319,11/18/2023,1231,30,70,4,216.46,865.84
320,9/10/2023,353,21,31,6,216.46,1298.76
321,11/19/2023,903,99,80,7,216.46,1515.22
322,2/23/2024,1356,6,75,2,216.46,432.92
323,10/21/2024,1841,92,17,6,216.46,1298.76
324,9/12/2023,862,32,49,8,216.46,1731.68
325,5/5/2024,1749,42,3,4,216.46,865.84
326,2/10/2025,159,62,83,5,216.46,1082.3
327,10/7/2024,1978,89,88,8,216.46,1731.68
328,1/10/2025,957,32,55,3,216.46,649.38
329,12/1/2024,24,99,72,6,216.46,1298.76
330,2/5/2025,404,86,100,1,216.46,216.46
331,11/27/2023,805,88,40,4,216.46,865.84
332,12/20/2023,516,39,66,6,216.46,1298.76
333,2/21/2025,732,64,87,3,216.46,649.38
334,1/9/2025,1388,30,40,1,216.46,216.46
335,3/4/2025,1406,63,30,6,216.46,1298.76
336,2/1/2025,532,96,25,3,216.46,649.38
337,3/1/2024,956,31,7,8,216.46,1731.68
338,12/10/2023,152,87,92,7,216.46,1515.22
339,6/16/2024,1586,40,50,7,216.46,1515.22
340,3/29/2024,1713,33,81,8,216.46,1731.68
341,9/30/2023,947,63,96,7,216.46,1515.22
342,3/14/2025,608,25,1,5,216.46,1082.3
343,5/29/2025,1641,36,91,8,216.46,1731.68
344,10/19/2023,420,24,44,8,216.46,1731.68
345,4/17/2024,1274,95,100,8,216.46,1731.68
346,7/4/2025,1141,58,49,6,216.46,1298.76
347,5/14/2025,866,39,7,2,216.46,432.92
348,6/24/2024,1536,46,3,8,216.46,1731.68
349,9/5/2023,1764,77,94,1,216.46,216.46
350,7/17/2023,578,10,1,9,216.46,1948.14
351,8/26/2024,335,87,51,9,216.46,1948.14
352,8/24/2023,1442,82,98,6,216.46,1298.76
353,5/18/2024,932,32,38,6,216.46,1298.76
354,5/16/2024,1798,97,43,6,216.46,1298.76
355,11/10/2024,295,36,55,4,216.46,865.84
356,1/3/2024,1962,28,57,1,216.46,216.46
357,11/26/2024,755,16,53,1,216.46,216.46
358,5/20/2024,1395,16,100,1,216.46,216.46
359,8/8/2023,186,18,33,5,216.46,1082.3
360,6/20/2024,1270,8,80,7,216.46,1515.22
361,5/13/2024,637,80,62,1,216.46,216.46
362,7/19/2023,1292,75,11,1,216.46,216.46
363,5/29/2024,1667,70,72,6,216.46,1298.76
364,4/24/2025,1261,1,52,2,216.46,432.92
365,4/14/2024,530,62,1,2,216.46,432.92
366,8/8/2024,1576,76,14,7,216.46,1515.22
367,7/23/2024,21,38,94,9,216.46,1948.14
368,5/11/2024,911,92,85,8,216.46,1731.68
369,6/1/2025,1761,45,21,2,216.46,432.92
370,9/16/2024,867,58,34,7,216.46,1515.22
371,5/31/2024,794,81,90,5,216.46,1082.3
372,4/23/2024,1544,1,14,4,216.46,865.84
373,4/22/2024,100,32,40,4,216.46,865.84
374,11/14/2024,752,8,35,4,216.46,865.84
375,4/10/2025,478,40,42,9,216.46,1948.14
376,12/17/2024,1623,56,82,7,216.46,1515.22
377,3/10/2024,1322,63,20,7,216.46,1515.22
378,1/24/2025,940,88,60,4,216.46,865.84
379,12/6/2024,526,74,9,9,216.46,1948.14
380,3/9/2024,334,74,33,8,216.46,1731.68
381,7/13/2024,2,36,49,4,216.46,865.84
382,8/9/2023,375,89,68,6,216.46,1298.76
383,5/28/2024,293,57,4,4,216.46,865.84
384,5/12/2024,837,74,48,1,216.46,216.46
385,12/31/2024,1958,83,16,5,216.46,1082.3
386,3/3/2024,1005,45,47,3,216.46,649.38
387,1/19/2025,553,79,26,1,216.46,216.46
388,6/7/2025,318,80,70,2,216.46,432.92
389,10/13/2024,1526,2,37,2,216.46,432.92
390,4/15/2025,1852,93,22,8,216.46,1731.68
391,7/30/2023,381,68,7,4,216.46,865.84
392,12/29/2023,1647,50,42,3,216.46,649.38
393,10/14/2024,14,29,30,4,216.46,865.84
394,11/28/2024,504,95,74,1,216.46,216.46
395,1/4/2025,231,81,79,1,216.46,216.46
396,1/13/2025,1108,10,6,5,216.46,1082.3
397,5/1/2024,130,27,24,7,216.46,1515.22
398,7/12/2024,1767,15,66,9,216.46,1948.14
399,8/16/2023,838,60,40,7,216.46,1515.22
400,1/24/2024,1169,31,15,5,216.46,1082.3
401,1/1/2025,891,21,53,3,216.46,649.38
402,2/7/2024,1881,60,85,8,216.46,1731.68
403,5/20/2024,28,58,82,7,216.46,1515.22
404,11/18/2024,66,41,5,4,216.46,865.84
405,12/17/2023,1187,46,89,1,216.46,216.46
406,8/11/2023,1253,45,36,3,216.46,649.38
407,4/9/2025,261,26,74,8,216.46,1731.68
408,11/14/2023,1473,51,46,2,216.46,432.92
409,1/28/2025,1448,36,23,9,216.46,1948.14
410,8/17/2023,460,52,88,4,216.46,865.84
411,9/10/2024,1976,81,45,7,216.46,1515.22
412,10/12/2023,1700,51,10,7,216.46,1515.22
413,12/22/2023,301,3,54,8,216.46,1731.68
414,10/19/2023,919,14,70,7,216.46,1515.22
415,2/14/2025,1327,49,77,4,216.46,865.84
416,1/30/2024,287,77,85,7,216.46,1515.22
417,9/13/2023,1419,91,32,5,216.46,1082.3
418,9/25/2023,1034,1,43,7,216.46,1515.22
419,6/3/2024,1731,57,15,3,216.46,649.38
420,9/14/2023,630,17,66,7,216.46,1515.22
421,5/8/2025,270,50,15,7,216.46,1515.22
422,9/21/2024,592,98,81,2,216.46,432.92
423,9/15/2023,1994,14,20,8,216.46,1731.68
424,10/25/2024,1629,59,50,7,216.46,1515.22
425,4/10/2024,1802,81,6,9,216.46,1948.14
426,9/9/2023,844,3,79,4,216.46,865.84
427,12/30/2023,862,98,17,9,216.46,1948.14
428,6/20/2025,1385,40,26,1,216.46,216.46
429,5/11/2025,1281,89,22,5,216.46,1082.3
430,8/20/2024,133,66,73,7,216.46,1515.22
431,1/13/2024,1300,34,64,4,216.46,865.84
432,9/27/2024,1800,90,76,7,216.46,1515.22
433,10/1/2024,1707,95,86,9,216.46,1948.14
434,10/8/2024,972,9,58,5,216.46,1082.3
435,4/26/2025,513,94,87,5,216.46,1082.3
436,11/17/2023,313,84,37,2,216.46,432.92
437,1/25/2024,576,21,78,5,216.46,1082.3
438,1/14/2025,886,93,88,8,216.46,1731.68
439,2/2/2024,1308,25,72,4,216.46,865.84
440,5/24/2025,1145,44,90,2,216.46,432.92
441,3/29/2024,1131,25,96,8,216.46,1731.68
442,6/26/2025,1957,9,28,4,216.46,865.84
443,4/1/2025,687,62,96,5,216.46,1082.3
444,8/27/2024,1228,26,86,7,216.46,1515.22
445,12/12/2023,165,57,49,5,216.46,1082.3
446,6/3/2024,305,37,73,4,216.46,865.84
447,8/4/2023,1521,16,67,7,216.46,1515.22
448,4/26/2024,1656,37,89,4,216.46,865.84
449,4/30/2024,1580,76,76,4,216.46,865.84
450,5/10/2025,1848,24,93,2,216.46,432.92
451,8/9/2023,156,26,67,5,216.46,1082.3
452,8/13/2023,1391,20,41,8,216.46,1731.68
453,3/9/2025,1743,9,46,4,216.46,865.84
454,4/25/2025,1926,87,87,2,216.46,432.92
455,10/19/2023,620,29,87,9,216.46,1948.14
456,11/10/2024,1275,31,55,6,216.46,1298.76
457,6/15/2024,957,19,82,3,216.46,649.38
458,6/22/2025,1940,20,11,5,216.46,1082.3
459,8/13/2023,1906,87,100,6,216.46,1298.76
460,8/13/2024,334,27,26,9,216.46,1948.14
461,11/13/2024,1666,94,72,5,216.46,1082.3
462,8/14/2023,969,85,92,9,216.46,1948.14
463,2/6/2024,511,44,82,1,216.46,216.46
464,6/17/2024,1317,35,13,4,216.46,865.84
465,6/17/2024,1044,71,36,1,216.46,216.46
466,10/27/2024,282,22,64,2,216.46,432.92
467,2/25/2024,797,74,51,2,216.46,432.92
468,2/17/2024,1025,87,76,5,216.46,1082.3
469,6/22/2024,119,15,22,1,216.46,216.46
470,3/4/2024,1059,94,60,3,216.46,649.38
471,1/11/2025,198,98,2,6,216.46,1298.76
472,9/27/2023,485,13,56,1,216.46,216.46
473,2/2/2024,1781,4,40,1,216.46,216.46
474,3/27/2024,1083,82,28,3,216.46,649.38
475,11/23/2024,837,56,77,9,216.46,1948.14
476,7/28/2024,1185,23,97,2,216.46,432.92
477,4/26/2025,1009,97,3,6,216.46,1298.76
478,11/11/2024,691,98,63,3,216.46,649.38
479,7/10/2024,1230,34,98,6,216.46,1298.76
480,10/12/2023,1036,100,23,7,216.46,1515.22
481,9/25/2024,490,99,55,7,216.46,1515.22
482,7/14/2023,276,17,32,2,216.46,432.92
483,5/17/2024,693,28,84,3,216.46,649.38
484,3/15/2025,242,14,28,4,216.46,865.84
485,4/16/2024,1240,34,8,8,216.46,1731.68
486,1/4/2025,1275,75,3,5,216.46,1082.3
487,4/18/2024,1835,57,94,1,216.46,216.46
488,5/23/2024,126,77,89,9,216.46,1948.14
489,4/29/2024,217,97,53,1,216.46,216.46
490,7/17/2024,1330,55,94,2,216.46,432.92
491,10/24/2023,1821,66,29,7,216.46,1515.22
492,3/23/2025,1209,98,94,3,216.46,649.38
493,11/10/2023,1063,93,98,6,216.46,1298.76
494,12/3/2023,1247,37,89,8,216.46,1731.68
495,6/30/2024,1208,68,81,5,216.46,1082.3
496,12/19/2023,495,76,59,1,216.46,216.46
497,2/18/2024,427,26,24,3,216.46,649.38
498,7/25/2023,1202,61,38,2,216.46,432.92
499,8/3/2023,919,92,28,6,216.46,1298.76
500,4/2/2025,1452,67,97,5,216.46,1082.3
501,8/18/2023,1318,84,62,7,216.46,1515.22
502,6/13/2024,1876,74,100,2,216.46,432.92
503,7/17/2023,151,52,51,6,216.46,1298.76
504,4/25/2024,384,18,7,5,216.46,1082.3
505,2/8/2024,1662,53,23,6,216.46,1298.76
506,11/13/2023,1837,63,46,5,216.46,1082.3
507,9/28/2023,308,53,90,7,216.46,1515.22
508,12/18/2023,1360,27,78,5,216.46,1082.3
509,8/10/2023,1970,31,28,7,216.46,1515.22
510,12/28/2024,746,91,24,1,216.46,216.46
511,9/6/2023,892,1,7,9,216.46,1948.14
512,5/27/2025,375,6,100,6,216.46,1298.76
513,11/24/2023,1032,11,79,9,216.46,1948.14
514,3/28/2025,1365,34,49,1,216.46,216.46
515,9/19/2024,129,84,3,2,216.46,432.92
516,8/8/2023,1015,63,2,7,216.46,1515.22
517,2/28/2024,1800,53,7,4,216.46,865.84
518,8/9/2023,669,85,80,1,216.46,216.46
519,5/10/2025,1376,85,21,5,216.46,1082.3
520,2/13/2025,1382,18,9,4,216.46,865.84
521,6/10/2025,517,21,12,6,216.46,1298.76
522,6/1/2025,1519,19,93,7,216.46,1515.22
523,12/8/2024,86,4,24,3,216.46,649.38
524,8/21/2024,1199,77,33,6,216.46,1298.76
525,10/28/2024,1826,82,78,2,216.46,432.92
526,2/4/2025,1217,29,43,4,216.46,865.84
527,3/15/2024,311,25,82,9,216.46,1948.14
528,7/28/2023,1143,56,5,7,216.46,1515.22
529,11/23/2023,1242,77,79,2,216.46,432.92
530,3/6/2024,427,63,71,6,216.46,1298.76
531,8/13/2024,1994,27,89,4,216.46,865.84
532,1/26/2025,1438,60,14,8,216.46,1731.68
